2.18776e-07    1.74699e-08    2.18984e+10    4275.92
2.23872e-07    1.74752e-08    2.1155e+10    4226.97
2.29087e-07    1.74808e-08    2.04368e+10    4178.59
2.34423e-07    1.74865e-08    1.9743e+10    4130.76
2.39883e-07    1.74925e-08    1.90727e+10    4083.47
2.45471e-07    1.74987e-08    1.84252e+10    4036.73
2.51189e-07    1.75051e-08    1.77997e+10    3990.52
2.57039e-07    1.75117e-08    1.71954e+10    3944.84
2.63027e-07    1.75185e-08    1.66116e+10    3899.68
2.69153e-07    1.75256e-08    1.60477e+10    3855.04
2.75423e-07    1.75329e-08    1.55029e+10    3810.92
2.81838e-07    1.75405e-08    1.49766e+10    3767.29
2.88403e-07    1.75484e-08    1.44681e+10    3724.17
2.95121e-07    1.75565e-08    1.3977e+10    3681.54
3.01995e-07    1.75649e-08    1.35024e+10    3639.4
3.09029e-07    1.75736e-08    1.30441e+10    3597.74
3.16228e-07    1.75826e-08    1.26012e+10    3556.55
3.23594e-07    1.7592e-08    1.21734e+10    3515.84
3.31131e-07    1.76016e-08    1.17601e+10    3475.6
3.38844e-07    1.76116e-08    1.13609e+10    3435.81
3.46737e-07    1.7622e-08    1.09752e+10    3396.48
3.54814e-07    1.76327e-08    1.06026e+10    3357.6
3.63078e-07    1.76438e-08    1.02427e+10    3319.17
3.71535e-07    1.76553e-08    9.89492e+09    3281.17
3.80189e-07    1.76672e-08    9.55901e+09    3243.61
3.89045e-07    1.76795e-08    9.23448e+09    3206.48
3.98107e-07    1.76922e-08    8.92099e+09    3169.78
4.0738e-07    1.77054e-08    8.61812e+09    3133.49
4.16869e-07    1.77191e-08    8.32555e+09    3097.63
4.2658e-07    1.77332e-08    8.0429e+09    3062.17
4.36516e-07    1.77478e-08    7.76986e+09    3027.12
4.46684e-07    1.7763e-08    7.50607e+09    2992.46
4.57088e-07    1.77786e-08    7.25125e+09    2958.21
4.67735e-07    1.77949e-08    7.00507e+09    2924.35
4.7863e-07    1.78117e-08    6.76726e+09    2890.87
4.89779e-07    1.7829e-08    6.53752e+09    2857.78
5.01187e-07    1.7847e-08    6.31558e+09    2825.07
5.12861e-07    1.78657e-08    6.10117e+09    2792.73
5.24807e-07    1.7885e-08    5.89404e+09    2760.76
5.37032e-07    1.79049e-08    5.69394e+09    2729.16
5.49541e-07    1.79256e-08    5.50064e+09    2697.92
5.62341e-07    1.7947e-08    5.3139e+09    2667.03
5.7544e-07    1.79691e-08    5.13349e+09    2636.5
5.88844e-07    1.7992e-08    4.95922e+09    2606.33
6.0256e-07    1.80157e-08    4.79085e+09    2576.49
6.16595e-07    1.80403e-08    4.62821e+09    2547
6.30958e-07    1.80657e-08    4.47109e+09    2517.84
6.45654e-07    1.8092e-08    4.3193e+09    2489.02
6.60694e-07    1.81193e-08    4.17266e+09    2460.53
6.76083e-07    1.81475e-08    4.03101e+09    2432.36
6.91831e-07    1.81766e-08    3.89415e+09    2404.52
7.07946e-07    1.82068e-08    3.76195e+09    2377
7.24436e-07    1.82381e-08    3.63424e+09    2349.79
7.4131e-07    1.82705e-08    3.51086e+09    2322.89
7.58578e-07    1.8304e-08    3.39167e+09    2296.3
7.76247e-07    1.83387e-08    3.27653e+09    2270.01
7.94328e-07    1.83746e-08    3.16529e+09    2244.03
8.1283e-07    1.84118e-08    3.05783e+09    2218.34
8.31764e-07    1.84502e-08    2.95402e+09    2192.95
8.51138e-07    1.849e-08    2.85374e+09    2167.84
8.70964e-07    1.85313e-08    2.75685e+09    2143.03
8.91251e-07    1.85739e-08    2.66326e+09    2118.5
9.12011e-07    1.86181e-08    2.57285e+09    2094.25
9.33254e-07    1.86638e-08    2.4855e+09    2070.27
9.54993e-07    1.87112e-08    2.40112e+09    2046.58
9.77237e-07    1.87602e-08    2.31961e+09    2023.15
1e-06    1.88109e-08    2.24086e+09    1999.99
1.02329e-06    1.88634e-08    2.16478e+09    1977.09
1.04713e-06    1.89177e-08    2.09129e+09    1954.46
1.07152e-06    1.8974e-08    2.02029e+09    1932.09
1.09648e-06    1.90322e-08    1.95171e+09    1909.97
1.12202e-06    1.90925e-08    1.88545e+09    1888.11
1.14815e-06    1.91549e-08    1.82144e+09    1866.5
1.1749e-06    1.92195e-08    1.7596e+09    1845.13
1.20226e-06    1.92863e-08    1.69987e+09    1824.01
1.23027e-06    1.93555e-08    1.64216e+09    1803.13
1.25893e-06    1.94272e-08    1.58641e+09    1782.49
1.28825e-06    1.95013e-08    1.53255e+09    1762.09
1.31826e-06    1.95781e-08    1.48052e+09    1741.92
1.34896e-06    1.96576e-08    1.43026e+09    1721.98
1.38038e-06    1.97398e-08    1.3817e+09    1702.26
1.41254e-06    1.9825e-08    1.3348e+09    1682.78
1.44544e-06    1.99131e-08    1.28948e+09    1663.52
1.47911e-06    2.00043e-08    1.2457e+09    1644.47
1.51356e-06    2.00988e-08    1.20341e+09    1625.65
1.54882e-06    2.01965e-08    1.16256e+09    1607.04
1.58489e-06    2.02977e-08    1.12309e+09    1588.64
1.62181e-06    2.04025e-08    1.08496e+09    1570.46
1.65959e-06    2.05109e-08    1.04813e+09    1552.48
1.69824e-06    2.06231e-08    1.01255e+09    1534.71
1.7378e-06    2.07393e-08    9.78174e+08    1517.14
1.77828e-06    2.08596e-08    9.44965e+08    1499.77
1.8197e-06    2.09841e-08    9.12884e+08    1482.61
1.86209e-06    2.1113e-08    8.81893e+08    1465.64
1.90546e-06    2.12464e-08    8.51953e+08    1448.86
1.94984e-06    2.13844e-08    8.23031e+08    1432.27
1.99526e-06    2.15274e-08    7.95089e+08    1415.88
2.04174e-06    2.16753e-08    7.68097e+08    1399.67
2.0893e-06    2.18285e-08    7.42021e+08    1383.65
